Database;Author;Year;Journal;Article Title;Keyword Found;Link to pdf;Is it a revelvant academic journal paper?;Reason;Is it not a duplicate?;Reason;Is it still relevant after reading At & KW & C?;Reason;Is it still relevant after reading the whole article?;Reason;Description
Web of Science;Zhang, K et al.;2019;IEEE NETWORK;Edge Intelligence and Blockchain Empowered 5G Beyond for the Industrial Internet of Things;Edge Intelligence;https://sci-hub.do/10.1109/mnet.001.1800526;1;;0;10;;;;;
Web of Science;Zhang, YS et al.;2019;IEEE NETWORK;Serious Challenges and Potential Solutions for the Industrial Internet of Things with Edge Intelligence;Edge Intelligence;https://sci-hub.do/10.1109/mnet.001.1800478;1;;0;19;;;;;
Web of Science;Zeng, LK et al.;2019;IEEE NETWORK;Boomerang: On-Demand Cooperative Deep Neural Network Inference for Edge Intelligence on the Industrial Internet of Things;Edge Intelligence;https://sci-hub.do/10.1109/mnet.001.1800506;1;;0;43;;;;;
Web of Science;Skatchkovsky, N et al.;2019;IEEE COMMUNICATIONS LETTERS;Optimizing Pipelined Computation and Communication for Latency-Constrained Edge Learning;Edge Learning;https://sci-hub.do/10.1109/lcomm.2019.2922658;1;;1;;1;;1;;Training carried out on edge node? Communication block
Web of Science;Zhou, Z et al.;2019;PROCEEDINGS OF THE IEEE;Edge Intelligence: Paving the Last Mile of Artificial Intelligence With Edge Computing;Edge Intelligence;https://sci-hub.do/10.1109/jproc.2019.2918951;1;;0;2;;;;;
Web of Science;Han, G et al.;2019;IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS;Guest Editorial: Special Section on Emerging Trends Issues and Challenges in Edge Artificial Intelligence;Edge Artificial Intelligence;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Web of Science;Yang, HH et al.;2019;IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS;An Efficient Edge Artificial Intelligence MultiPedestrian Tracking Method With Rank Constraint;Edge Artificial Intelligence;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
Web of Science;Zhang, WY et al.;2019;IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS;MASM: A Multiple-Algorithm Service Model for Energy-Delay Optimization in Edge Artificial Intelligence;Edge Artificial Intelligence;https://sci-hub.do/10.1109/tii.2019.2897001;1;;0;17;;;;;
Web of Science;Su, X et al.;2019;IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS;An Edge Intelligence Empowered Recommender System Enabling Cultural Heritage Applications;Edge Intelligence;https://sci-hub.do/10.1109/tii.2019.2908056;1;;0;14;;;;;
Web of Science;Yuan, B et al.;2019;IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS;An Inductive Content-Augmented Network Embedding Model for Edge Artificial Intelligence;Edge Artificial Intelligence;https://sci-hub.do/10.1109/tii.2019.2902877;1;;0;39;;;;;
Web of Science;Chien, WC et al.;2019;IEEE TRANSACTIONS ON INDUSTRIAL INFORMATICS;Dynamic Resource Prediction and Allocation in C-RAN With Edge Artificial Intelligence;Edge Artificial Intelligence;https://sci-hub.do/10.1109/tii.2019.2913169;1;;0;38;;;;;
Web of Science;Azar, J et al.;2019;FUTURE GENERATION COMPUTER SYSTEMS-THE INTERNATIONAL JOURNAL OF ESCIENCE;An energy efficient IoT data compression approach for edge machine learning;Edge Machine Learning;https://sci-hub.do/10.1016/j.future.2019.02.005;1;;0;9;;;;;
Web of Science;Yang et al.;2019;IEEE NETWORK;CUE: An Intelligent Edge Computing Framework;Intelligent Edge;https://sci-hub.do/10.1109/mnet.2019.1800316;1;;0;27;;;;;
Web of Science;Zhang et al.;2019;IEEE NETWORK;Edge Intelligence in the Cognitive Internet of Things: Improving Sensitivity and Interactivity;Edge Intelligence;https://sci-hub.do/10.1109/mnet.2019.1800344;1;;0;16;;;;;
Web of Science;Liu, CH et al.;2019;ENERGIES;Modeling and Integrating PV Stations into IEC 61850 XMPP Intelligent Edge Computing Gateway;Intelligent Edge;https://sci-hub.do/10.3390/en12081442;1;;0;107;;;;;
Web of Science;Maier, M et al.;2019;JOURNAL OF OPTICAL COMMUNICATIONS AND NETWORKING;Towards Immersive Tactile Internet Experiences: Low-Latency FiWi Enhanced Mobile Networks With Edge Intelligence;Edge Intelligence;https://www.osapublishing.org/viewmedia.cfm?seq=0&uri=jocn-11-4-B10;1;;0;30;;;;;
Web of Science;Du, YQ et al.;2019;IEEE WIRELESS COMMUNICATIONS LETTERS;Fast Analog Transmission for High-Mobility Wireless Data Acquisition in Edge Learning;Edge Learning;https://arxiv.org/pdf/1807.11250;1;;1;;0;not relevant;;;
Web of Science;Keshavarzi, A et al.;2019;IEEE DESIGN & TEST;Edge Intelligence-On the Challenging Road to a Trillion Smart Connected IoT Devices Moving Artificial Intelligence from the Cloud Down to the Edge;Edge Intelligence;https://sci-hub.st/10.1109/mdat.2019.2899075;1;;0;57;;;;;
Web of Science;Liu, Y et al.;2019;IEEE NETWORK;Intelligent Edge Computing for IoT-Based Energy Management in Smart Cities;Intelligent Edge;http://www.academia.edu/download/61460035/iot_for_smart_citiestechnologies_and_applications20191208-71105-c6ghmt.pdf;1;;0;5;;;;;
Web of Science;Chen, SL et al.;2019;IEEE ACCESS;Internet of Things Based Smart Grids Supported by Intelligent Edge Computing;Intelligent Edge;https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8727940;1;;0;15;;;;;
Web of Science;Li, LZ et al.;2019;IEEE NETWORK;DeepNFV: A Lightweight Framework for Intelligent Edge Network Functions Virtualization;Intelligent Edge;https://sci-hub.do/10.1109/mnet.2018.1700394;1;;0;23;;;;;
Web of Science;Huang, ZQ et al.;2018;FUTURE GENERATION COMPUTER SYSTEMS-THE INTERNATIONAL JOURNAL OF ESCIENCE;Building edge intelligence for online activity recognition in service-oriented IoT systems;Edge Intelligence;https://sci-hub.do/10.1016/j.future.2018.03.003;1;;0;36;;;;;
Web of Science;Florian, V et al.;2018;STUDIES IN INFORMATICS AND CONTROL;Towards an IoT Platform with Edge Intelligence Capabilities;Edge Intelligence;https://www.researchgate.net/profile/Gabriel_Neagu/publication/324239910_Towards_an_IoT_Platform_with_Edge_Intelligence_Capabilities/links/5c3caa0c92851c22a37492e2/Towards-an-IoT-Platform-with-Edge-Intelligence-Capabilities.pdf;1;;0;128;;;;;
Web of Science;Meloni, A et al.;2018;COMPUTER NETWORKS;Cloud-based IoT solution for state estimation in smart grids: Exploiting virtualization and edge-intelligence technologies;Edge Intelligence;https://www.researchgate.net/profile/Alessio_Meloni/publication/320806141_Cloud-based_IoT_solution_for_State_Estimation_in_Smart_Grids_exploiting_virtualization_and_edge-intelligence_technologies/links/5a04db18aca2726b4c72d900/Cloud-based-IoT-solution-for-State-Estimation-in-Smart-Grids-exploiting-virtualization-and-edge-intelligence-technologies.pdf;1;;0;33;;;;;
Web of Science;Patel, P et al.;2017;IEEE INTELLIGENT SYSTEMS;On Using the Intelligent Edge for IoT Analytics;Intelligent Edge;https://www.researchgate.net/profile/Amit_Sheth/publication/320479551_On_Using_the_Intelligent_Edge_for_IoT_Analytics/links/5a1ef5ce458515a4c3d36c79/On-Using-the-Intelligent-Edge-for-IoT-Analytics.pdf;1;;0;4;;;;;
EBSCOhost;Wang, X et al.;2019;IEEE Network;In-Edge AI: Intelligentizing Mobile Edge Computing, Caching and Communication by Federated Learning;Edge AI;https://arxiv.org/pdf/1809.07857.pdf;1;;0;3;;;;;
EBSCOhost;Qu, X et al.;2020;COMPUTER COMMUNICATIONS;Privacy-preserving model training architecture for intelligent edge computing;Intelligent Edge;https://sci-hub.do/10.1016/j.comcom.2020.07.045;1;;0;120;;;;;
EBSCOhost;Hu, H et al.;2020;IEEE Network;Edge Intelligence for Real-Time Data Analytics in an IoT-Based Smart Metering System;Edge Intelligence;https://sci-hub.do/10.1109/mnet.011.2000039;1;;0;118;;;;;
EBSCOhost;Mukherjee, M et al.;2020;IEEE Communications Magazine;Intelligent Edge Computing: Security and Privacy Challenges;Intelligent Edge;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
EBSCOhost;Hao, Y et al.;2019;IEEE Network;Smart-Edge-CoCaCo: AI-Enabled Smart Edge with Joint Computation, Caching, and Communication in Heterogeneous IoT;Edge, AI;https://sci-hub.do/10.1109/mnet.2019.1800235;1;;1;;1;;0;smart edge with heterogeneous IoT architecture contains cloud layer;
EBSCOhost;Xu, S et al.;2020;IEEE Network;Edge Intelligence Assisted Gateway Defense in Cyber Security;Edge Intelligence;https://sci-hub.do/10.1109/mnet.011.1900407;1;;0;51;;;;;
EBSCOhost;Wang, T et al.;2020;IEEE Network;An Intelligent Edge-Computing-Based Method to Counter Coupling Problems in Cyber-Physical Systems;Intelligent Edge;https://sci-hub.do/10.1109/mnet.011.1900251;1;;0;104;;;;;
EBSCOhost;Fang, D et al.;2020;Computer Communications;Edge intelligence based Economic Dispatch for Virtual Power Plant in 5G Internet of Energy;Edge Intelligence;https://sci-hub.do/10.1016/j.comcom.2019.12.021;1;;0;80;;;;;
EBSCOhost;Hung, JM et al.;2020;IEEE Transactions on Electron Devices;Challenges and Trends in Developing Nonvolatile Memory-Enabled Computing Chips for Intelligent Edge Devices;Intelligent Edge;https://sci-hub.do/10.1109/ted.2020.2976115;1;;0;112;;;;;
EBSCOhost;Li, G et al.;2019;IEEE Network;EdgeLaaS: Edge Learning as a Service for Knowledge-Centric Connected Healthcare;Edge Learning;https://sci-hub.do/10.1109/mnet.001.1900019;1;;0;372;;;;;
EBSCOhost;Zhu, G et al.;2020;IEEE Communications Magazine;Toward an Intelligent Edge: Wireless Communication Meets Machine Learning;Intelligent Edge;https://sci-hub.do/10.1109/mcom.001.1900103;1;;0;6;;;;;
EBSCOhost;Zeng, L et al.;2019;IEEE Network;Boomerang: On-Demand Cooperative Deep Neural Network Inference for Edge Intelligence on the Industrial Internet of Things;Edge Intelligence;https://sci-hub.do/10.1109/mnet.001.1800506;1;;0;43;;;;;
EBSCOhost;Zhang, Y et al.;2019;IEEE Network;Serious Challenges and Potential Solutions for the Industrial Internet of Things with Edge Intelligence;Edge Intelligence;https://sci-hub.do/10.1109/mnet.001.1800478;1;;0;19;;;;;
EBSCOhost;Zhang, K et al.;2019;IEEE Network;Edge Intelligence and Blockchain Empowered 5G Beyond for the Industrial Internet of Things;Edge Intelligence;https://sci-hub.do/10.1109/mnet.001.1800526;1;;0;10;;;;;
EBSCOhost;Zhang, Y et al.;2019;IEEE Network;Edge Intelligence in the Cognitive Internet of Things: Improving Sensitivity and Interactivity;Edge Intelligence;https://sci-hub.do/10.1109/mnet.2019.1800344;1;;0;16;;;;;
EBSCOhost;Yang, B et al;2019;IEEE Network;CUE: An Intelligent Edge Computing Framework;Intelligent Edge;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
EBSCOhost;Azar, J et al.;2019;Future Generation Computer Systems;An energy efficient IoT data compression approach for edge machine learning;Edge Machine Learning;https://hal.archives-ouvertes.fr/hal-02370471/file/d11d586d-965c-4b40-9986-2dba199bb679-author.pdf;1;;0;9;;;;;
EBSCOhost;Liu, Y et al.;2019;IEEE Network;Intelligent Edge Computing for IoT-Based Energy Management in Smart Cities;Intelligent Edge;https://sci-hub.do/10.1109/mnet.2019.1800254;1;;0;5;;;;;
EBSCOhost;Guo, S et al.;2019;IEEE Network;Edge Intelligence for the Industrial Internet of Things;Edge Intelligence;https://sci-hub.do/10.1109/mnet.2019.8863719;1;;1;;0;Guest editorial;;;
EBSCOhost;Li, L et al.;2019;IEEE Network;DeepNFV: A Lightweight Framework for Intelligent Edge Network Functions Virtualization;Intelligent Edge;https://sci-hub.do/10.1109/mnet.2018.1700394;1;;0;23;;;;;
EBSCOhost;Huang, Z et al.;2018;Future Generation Computer Systems;Building edge intelligence for online activity recognition in service-oriented IoT systems;Edge Intelligence;https://sci-hub.do/10.1016/j.future.2018.03.003;1;;0;36;;;;;
EBSCOhost;Meloni, A et al.;2018;Computer Networks;Cloud-based IoT solution for state estimation in smart grids: Exploiting virtualization and edge-intelligence technologies;Edge Intelligence;https://sci-hub.do/10.1016/j.comnet.2017.10.008;1;;0;33;;;;;
EBSCOhost;Li, L et al.;2018;IEEE Network;DeepNFV: A Lightweight Framework for Intelligent Edge Network Functions Virtualization;Intelligent Edge;https://sci-hub.do/10.1109/mnet.2018.1700394;1;;0;23;;;;;
EBSCOhost;Liu, L et al.;2020;Journal of Network & Computer Applications;Large-volume data dissemination for cellular-assisted automated driving with edge intelligence;Edge Intelligence;https://sci-hub.do/10.1016/j.jnca.2020.102535;1;;0;96;;;;;
EBSCOhost;NetworkWorld Asia;2018;-;"
Hardware vendors poised to win big in Edge AI";Edge AI;KEIN ZUGRIFF;0;NO ACESSS;;;;;;;
EBSCOhost;Hess, E et al.;2014;BOOK:;Learn or Die: Using Science to Build a Leading-Edge Learning Organization;Edge Learning;KEIN ZUGRIFF;0;NO ACCESS;;;;;;;
